interaction_id,customer_id,interaction_date,interaction_type,channel,duration_minutes,satisfaction_score,resolution_status,agent_id
INT00007167,CUST006666,2022-01-23,Complaint,Phone,5,4,Resolved,AGT003
INT00007168,CUST000200,2023-03-10,Claim Support,Phone,11,3,Resolved,AGT083
INT00007169,CUST008349,2022-08-11,Complaint,Mobile App,11,2,Pending,AGT180
INT00007170,CUST003645,2024-11-05,Complaint,Email,14,2,Resolved,AGT018
INT00007171,CUST004366,2023-11-22,Claim Support,Email,9,3,Resolved,AGT011
INT00007172,CUST010988,2023-06-30,Billing Question,In-Person,7,5,Resolved,AGT177
INT00007173,CUST010218,2025-03-21,Inquiry,Phone,37,3,Resolved,AGT134
INT00007174,CUST014019,2020-07-22,Complaint,Mobile App,18,3,Resolved,AGT102
INT00007175,CUST004178,2024-10-05,Policy Change,Email,4,3,Resolved,AGT146
INT00007176,CUST004401,2025-05-21,Inquiry,Chat,20,3,Pending,AGT185
INT00007177,CUST013542,2022-10-18,Complaint,Mobile App,26,2,Resolved,AGT009
INT00007178,CUST000055,2025-05-25,Billing Question,Chat,7,3,Resolved,AGT033
INT00007179,CUST005810,2023-12-13,Inquiry,Email,19,5,Resolved,AGT089
INT00007180,CUST004545,2021-04-24,Policy Change,Phone,5,4,Resolved,AGT033
INT00007181,CUST008795,2023-04-02,Claim Support,Email,9,3,Resolved,AGT152
INT00007182,CUST009939,2022-12-02,Claim Support,Phone,4,2,Resolved,AGT090
INT00007183,CUST004622,2025-02-20,Billing Question,In-Person,5,3,Resolved,AGT111
INT00007184,CUST004087,2023-05-14,Inquiry,Chat,78,5,Resolved,AGT123
INT00007185,CUST009490,2024-11-26,Inquiry,Email,8,4,Pending,AGT076
INT00007186,CUST004032,2022-12-21,Billing Question,Mobile App,5,4,Resolved,AGT187
INT00007187,CUST009528,2021-11-09,Complaint,Email,8,2,Escalated,AGT103
INT00007188,CUST011113,2025-03-24,Inquiry,Mobile App,2,3,Pending,AGT131
INT00007189,CUST000755,2025-02-17,Billing Question,Phone,19,3,Resolved,AGT006
INT00007190,CUST007008,2025-06-20,Inquiry,Phone,1,3,Resolved,AGT018
INT00007191,CUST007130,2023-09-09,Inquiry,Mobile App,6,4,Resolved,AGT022
INT00007192,CUST000407,2024-11-04,Inquiry,Phone,13,4,Resolved,AGT133
INT00007193,CUST003749,2023-07-18,Inquiry,Email,11,3,Pending,AGT077
INT00007194,CUST001742,2022-11-11,Inquiry,Mobile App,10,4,Resolved,AGT067
INT00007195,CUST007187,2023-12-17,Inquiry,Phone,3,3,Resolved,AGT200
INT00007196,CUST002755,2021-08-03,Cancellation Request,Email,23,3,Resolved,AGT026
INT00007197,CUST012298,2023-02-12,Policy Change,Mobile App,4,3,Escalated,AGT158
INT00007198,CUST005885,2024-06-19,Policy Change,In-Person,16,4,Resolved,AGT066
INT00007199,CUST004607,2022-12-21,Complaint,Email,35,1,Resolved,AGT020
INT00007200,CUST002578,2025-02-27,Inquiry,Phone,19,5,Resolved,AGT124
INT00007201,CUST003808,2025-02-17,Complaint,Email,1,2,Pending,AGT087
INT00007202,CUST007287,2025-03-15,Complaint,Phone,45,1,Resolved,AGT152
INT00007203,CUST006366,2023-08-03,Inquiry,Phone,5,5,Resolved,AGT044
INT00007204,CUST007740,2022-01-16,Claim Support,Email,9,4,Pending,AGT061
INT00007205,CUST011237,2025-03-22,Claim Support,Phone,15,3,Resolved,AGT066
INT00007206,CUST008995,2021-11-10,Policy Change,Phone,46,2,Escalated,AGT164
INT00007207,CUST010244,2025-04-27,Claim Support,Phone,5,5,Resolved,AGT135
INT00007208,CUST002587,2025-01-02,Inquiry,Email,3,3,Resolved,AGT157
INT00007209,CUST000830,2023-08-01,Policy Change,Chat,5,2,Pending,AGT137
INT00007210,CUST014285,2025-06-11,New Policy,In-Person,34,3,Resolved,AGT199
INT00007211,CUST012303,2025-02-03,Inquiry,Email,3,3,Resolved,AGT106
INT00007212,CUST006831,2024-12-10,Inquiry,Email,12,2,Pending,AGT038
INT00007213,CUST014827,2023-11-11,Cancellation Request,Email,1,4,Resolved,AGT087
INT00007214,CUST013735,2024-12-11,Claim Support,Email,45,3,Resolved,AGT141
INT00007215,CUST006023,2024-08-02,Inquiry,Phone,33,3,Pending,AGT007
INT00007216,CUST003429,2025-05-27,New Policy,Phone,36,3,Resolved,AGT181
INT00007217,CUST004920,2025-05-12,Inquiry,Chat,3,3,Resolved,AGT160
INT00007218,CUST008533,2025-01-02,Policy Change,Mobile App,17,4,Escalated,AGT138
INT00007219,CUST005119,2024-06-20,Billing Question,Email,7,4,Resolved,AGT062
INT00007220,CUST006103,2025-06-11,Policy Change,Email,4,1,Escalated,AGT132
INT00007221,CUST008762,2022-11-19,Inquiry,Email,1,3,Resolved,AGT139
INT00007222,CUST008299,2025-01-05,Inquiry,Email,17,4,Pending,AGT058
INT00007223,CUST014514,2024-04-19,Claim Support,Mobile App,1,3,Closed,AGT144
INT00007224,CUST003474,2025-06-20,Complaint,Mobile App,4,3,Resolved,AGT073
INT00007225,CUST009388,2023-03-03,Complaint,Mobile App,11,2,Resolved,AGT083
INT00007226,CUST005906,2025-06-22,Inquiry,Chat,27,2,Resolved,AGT050
INT00007227,CUST012605,2025-05-25,Billing Question,Phone,16,3,Escalated,AGT072
INT00007228,CUST011615,2023-05-15,Inquiry,Phone,1,3,Resolved,AGT083
INT00007229,CUST008266,2023-10-06,Claim Support,Chat,22,3,Pending,AGT047
INT00007230,CUST001315,2024-05-03,Inquiry,Email,2,4,Resolved,AGT029
INT00007231,CUST008397,2025-06-04,Policy Change,Chat,11,3,Resolved,AGT191
INT00007232,CUST003012,2025-01-26,Claim Support,Phone,59,4,Resolved,AGT151
INT00007233,CUST013519,2025-06-13,Policy Change,Chat,1,3,Resolved,AGT024
INT00007234,CUST010941,2025-02-19,Claim Support,Phone,7,3,Resolved,AGT187
INT00007235,CUST009137,2025-05-11,Claim Support,Phone,22,4,Resolved,AGT046
INT00007236,CUST006116,2024-09-13,Inquiry,Email,4,4,Resolved,AGT069
INT00007237,CUST008733,2025-06-05,Policy Change,Email,3,5,Resolved,AGT042
INT00007238,CUST009049,2025-02-03,Inquiry,Chat,1,3,Escalated,AGT044
INT00007239,CUST004648,2025-04-02,Policy Change,Email,5,3,Resolved,AGT113
INT00007240,CUST007839,2025-05-02,Inquiry,Mobile App,9,2,Escalated,AGT092
INT00007241,CUST006955,2025-04-26,Claim Support,Mobile App,8,3,Resolved,AGT142
INT00007242,CUST007317,2024-12-24,Inquiry,Email,3,3,Resolved,AGT129
INT00007243,CUST003593,2024-11-12,Complaint,Email,7,2,Escalated,AGT009
INT00007244,CUST013809,2024-01-04,Inquiry,In-Person,39,2,Pending,AGT067
INT00007245,CUST004666,2022-04-26,Claim Support,Phone,21,4,Resolved,AGT009
INT00007246,CUST006466,2025-06-11,Billing Question,Mobile App,2,2,Resolved,AGT197
INT00007247,CUST003084,2025-02-06,Complaint,Chat,13,1,Resolved,AGT069
INT00007248,CUST011981,2024-06-07,Policy Change,Chat,22,5,Resolved,AGT134
INT00007249,CUST007645,2025-04-10,Policy Change,Phone,25,3,Resolved,AGT060
INT00007250,CUST007091,2023-02-18,Policy Change,Mobile App,13,3,Resolved,AGT079
INT00007251,CUST012906,2022-08-12,Inquiry,Chat,1,4,Resolved,AGT134
INT00007252,CUST001627,2023-10-04,Complaint,Phone,12,3,Resolved,AGT149
INT00007253,CUST011478,2024-05-11,Complaint,Mobile App,4,2,Closed,AGT123
INT00007254,CUST006402,2024-08-12,Policy Change,Mobile App,44,3,Resolved,AGT166
INT00007255,CUST010881,2024-01-05,Billing Question,Mobile App,1,4,Closed,AGT133
INT00007256,CUST004666,2023-07-01,Complaint,Mobile App,2,3,Resolved,AGT072
INT00007257,CUST007058,2024-06-07,Inquiry,Mobile App,1,4,Resolved,AGT117
INT00007258,CUST001232,2023-08-06,New Policy,Email,11,5,Resolved,AGT023
INT00007259,CUST003868,2023-08-25,Policy Change,Email,6,4,Closed,AGT139
INT00007260,CUST008698,2024-09-18,Inquiry,Chat,3,4,Resolved,AGT178
INT00007261,CUST007297,2025-05-30,Policy Change,In-Person,1,5,Resolved,AGT166
INT00007262,CUST008567,2023-04-15,Complaint,Email,6,2,Closed,AGT097
INT00007263,CUST003015,2022-11-16,Inquiry,Phone,10,4,Resolved,AGT053
INT00007264,CUST004735,2025-02-21,Billing Question,Phone,10,4,Resolved,AGT080
INT00007265,CUST010910,2024-09-17,Complaint,Chat,54,1,Escalated,AGT122
INT00007266,CUST011045,2024-06-23,Inquiry,Chat,39,4,Resolved,AGT055
INT00007267,CUST010710,2024-03-09,Billing Question,Phone,11,3,Resolved,AGT024
INT00007268,CUST014181,2023-06-29,Inquiry,Email,1,5,Resolved,AGT068
INT00007269,CUST010809,2025-07-01,Complaint,In-Person,18,4,Resolved,AGT041
INT00007270,CUST012683,2023-04-10,Policy Change,Chat,13,5,Resolved,AGT006
INT00007271,CUST013520,2024-11-23,Inquiry,Email,9,2,Resolved,AGT198
INT00007272,CUST003045,2024-01-05,Policy Change,Email,6,3,Resolved,AGT123
INT00007273,CUST006857,2023-05-10,Billing Question,Email,5,4,Resolved,AGT116
INT00007274,CUST014960,2023-06-05,Inquiry,Phone,1,3,Resolved,AGT112
INT00007275,CUST002281,2024-03-15,Claim Support,Mobile App,79,1,Resolved,AGT158
INT00007276,CUST008693,2021-12-18,Inquiry,Phone,18,3,Pending,AGT102
INT00007277,CUST005462,2025-06-09,Claim Support,Phone,27,3,Resolved,AGT053
INT00007278,CUST012278,2023-11-23,Inquiry,Mobile App,34,2,Resolved,AGT023
INT00007279,CUST011138,2024-01-19,Inquiry,Phone,4,2,Resolved,AGT120
INT00007280,CUST003653,2024-08-07,Inquiry,Phone,14,5,Resolved,AGT016
INT00007281,CUST000137,2025-04-13,Complaint,Phone,20,3,Resolved,AGT159
INT00007282,CUST013910,2023-09-06,Policy Change,Mobile App,7,4,Resolved,AGT187
INT00007283,CUST000392,2024-05-17,Complaint,Chat,21,4,Resolved,AGT054
INT00007284,CUST000678,2024-07-26,Billing Question,Chat,2,3,Resolved,AGT130
INT00007285,CUST010598,2021-06-15,Policy Change,Phone,26,4,Resolved,AGT163
INT00007286,CUST007155,2025-03-15,Claim Support,Chat,26,5,Resolved,AGT011
INT00007287,CUST013721,2023-02-02,Policy Change,Email,16,2,Resolved,AGT037
INT00007288,CUST014049,2023-07-24,Inquiry,In-Person,5,3,Resolved,AGT069
INT00007289,CUST014682,2020-05-23,Claim Support,Mobile App,1,2,Escalated,AGT008
INT00007290,CUST010276,2023-11-22,Inquiry,Phone,73,3,Pending,AGT018
INT00007291,CUST000244,2024-12-09,Inquiry,Chat,29,3,Resolved,AGT164
INT00007292,CUST009768,2023-12-14,Claim Support,Email,36,2,Resolved,AGT107
INT00007293,CUST001942,2024-01-09,Complaint,Mobile App,10,4,Resolved,AGT191
INT00007294,CUST014341,2021-08-04,Inquiry,Mobile App,7,4,Resolved,AGT035
INT00007295,CUST011313,2023-03-13,Policy Change,Phone,5,3,Pending,AGT105
INT00007296,CUST000395,2022-06-03,Claim Support,Email,10,3,Pending,AGT077
INT00007297,CUST003188,2022-07-27,Claim Support,Email,13,3,Escalated,AGT046
INT00007298,CUST008600,2022-10-24,Claim Support,Email,3,2,Resolved,AGT138
INT00007299,CUST014498,2025-06-16,Claim Support,Chat,3,5,Resolved,AGT031
INT00007300,CUST010766,2024-11-25,Complaint,Email,3,3,Resolved,AGT174
INT00007301,CUST005967,2022-06-16,Policy Change,Chat,5,2,Resolved,AGT047
INT00007302,CUST002927,2022-11-29,Claim Support,Mobile App,15,2,Pending,AGT014
INT00007303,CUST008358,2025-04-09,Inquiry,Chat,4,3,Pending,AGT125
INT00007304,CUST002131,2024-10-20,Inquiry,In-Person,24,3,Resolved,AGT137
INT00007305,CUST006404,2022-04-27,Complaint,Chat,6,2,Escalated,AGT183
INT00007306,CUST005836,2022-11-10,Policy Change,Phone,6,4,Pending,AGT133
INT00007307,CUST003238,2024-12-10,Claim Support,Chat,1,1,Resolved,AGT061
INT00007308,CUST009075,2025-04-13,Complaint,Phone,11,2,Resolved,AGT036
INT00007309,CUST002856,2022-11-28,Billing Question,Email,1,3,Resolved,AGT096
INT00007310,CUST013063,2023-04-03,Inquiry,Mobile App,1,1,Pending,AGT086
INT00007311,CUST006035,2025-01-28,Complaint,Phone,71,2,Escalated,AGT077
INT00007312,CUST000304,2024-12-29,Inquiry,In-Person,28,4,Resolved,AGT189
INT00007313,CUST002764,2025-04-30,Claim Support,Chat,35,3,Pending,AGT117
INT00007314,CUST012949,2024-08-09,Complaint,Email,4,2,Pending,AGT015
INT00007315,CUST009797,2021-10-01,Complaint,Mobile App,3,1,Resolved,AGT195
INT00007316,CUST012707,2022-03-18,Inquiry,Email,19,4,Resolved,AGT086
INT00007317,CUST002367,2022-08-03,Inquiry,Email,21,4,Resolved,AGT164
INT00007318,CUST004480,2023-03-31,Inquiry,Phone,2,4,Resolved,AGT182
INT00007319,CUST011559,2024-07-02,Policy Change,Phone,1,4,Resolved,AGT189
INT00007320,CUST001712,2024-08-25,Claim Support,Phone,83,3,Resolved,AGT183
INT00007321,CUST006035,2025-03-09,Complaint,Email,11,1,Resolved,AGT042
INT00007322,CUST002847,2021-06-22,Policy Change,Phone,1,3,Resolved,AGT078
INT00007323,CUST005176,2025-04-12,Complaint,Phone,47,1,Escalated,AGT026
INT00007324,CUST014848,2025-04-11,Complaint,Phone,64,1,Pending,AGT163
INT00007325,CUST008742,2021-10-02,Claim Support,Email,19,4,Resolved,AGT151
INT00007326,CUST008565,2022-11-10,Inquiry,Phone,12,4,Resolved,AGT164
INT00007327,CUST000232,2025-07-02,Claim Support,Phone,42,4,Resolved,AGT019
INT00007328,CUST005800,2023-08-13,Complaint,Chat,26,1,Closed,AGT164
INT00007329,CUST008405,2024-08-12,Claim Support,Phone,9,5,Resolved,AGT154
INT00007330,CUST010626,2023-11-07,Billing Question,Email,1,4,Resolved,AGT184
INT00007331,CUST008329,2024-01-28,Inquiry,Phone,4,3,Resolved,AGT073
INT00007332,CUST009386,2025-06-24,Complaint,Mobile App,9,2,Resolved,AGT097
INT00007333,CUST014194,2022-11-08,Complaint,Chat,20,2,Pending,AGT078
INT00007334,CUST008524,2024-12-08,Inquiry,In-Person,46,4,Resolved,AGT085
INT00007335,CUST013402,2024-09-15,Inquiry,Email,1,4,Closed,AGT145
INT00007336,CUST000774,2023-09-12,Inquiry,Email,6,5,Resolved,AGT106
INT00007337,CUST002226,2025-05-13,Inquiry,Phone,6,3,Resolved,AGT137
INT00007338,CUST008960,2024-02-07,Inquiry,Phone,6,4,Pending,AGT156
INT00007339,CUST006385,2024-09-27,Inquiry,In-Person,7,4,Resolved,AGT117
INT00007340,CUST013973,2025-06-23,Policy Change,Email,5,4,Resolved,AGT068
INT00007341,CUST003652,2025-06-01,Cancellation Request,In-Person,4,3,Resolved,AGT026
INT00007342,CUST008172,2025-04-22,Complaint,Phone,22,3,Resolved,AGT198
INT00007343,CUST009994,2022-01-31,Inquiry,Email,1,5,Resolved,AGT031
INT00007344,CUST010396,2024-06-06,New Policy,Email,10,3,Escalated,AGT052
INT00007345,CUST014070,2025-05-05,Claim Support,Phone,110,2,Escalated,AGT057
INT00007346,CUST007279,2024-11-15,Inquiry,Email,11,3,Resolved,AGT052
INT00007347,CUST004116,2025-06-03,Billing Question,Email,1,4,Resolved,AGT087
INT00007348,CUST007871,2024-01-31,Complaint,Phone,74,2,Closed,AGT003
INT00007349,CUST010026,2025-06-23,Claim Support,Email,29,3,Pending,AGT170
INT00007350,CUST011015,2022-04-24,Inquiry,Phone,3,4,Resolved,AGT087
INT00007351,CUST011499,2024-06-05,Inquiry,Phone,25,4,Pending,AGT192
INT00007352,CUST011236,2024-02-20,Complaint,Email,30,3,Escalated,AGT057
INT00007353,CUST000006,2024-09-30,Claim Support,In-Person,20,5,Resolved,AGT111
INT00007354,CUST014785,2024-12-19,Inquiry,Phone,1,3,Resolved,AGT149
INT00007355,CUST006478,2024-10-20,Policy Change,Email,7,3,Resolved,AGT071
INT00007356,CUST000791,2025-02-07,Inquiry,Chat,1,4,Resolved,AGT024
INT00007357,CUST011986,2021-10-20,Policy Change,Email,5,3,Resolved,AGT070
INT00007358,CUST009040,2022-12-31,Billing Question,In-Person,5,3,Pending,AGT070
INT00007359,CUST003397,2023-07-30,Policy Change,Phone,14,5,Resolved,AGT108
INT00007360,CUST014068,2024-11-26,Cancellation Request,In-Person,42,4,Resolved,AGT074
INT00007361,CUST009799,2023-08-05,Complaint,Phone,4,4,Resolved,AGT049
INT00007362,CUST008527,2023-07-29,Policy Change,Chat,21,4,Resolved,AGT169
INT00007363,CUST001799,2021-09-09,Policy Change,Chat,11,2,Resolved,AGT012
INT00007364,CUST008169,2024-09-04,Inquiry,Email,1,5,Resolved,AGT007
INT00007365,CUST001412,2024-09-10,Billing Question,Email,5,4,Resolved,AGT006
INT00007366,CUST004902,2025-02-07,Inquiry,Phone,17,3,Resolved,AGT183
INT00007367,CUST001585,2025-01-28,Billing Question,Email,8,4,Resolved,AGT100
INT00007368,CUST011061,2023-09-07,Claim Support,Phone,25,3,Pending,AGT182
INT00007369,CUST009795,2025-06-14,Complaint,Chat,1,3,Resolved,AGT100
INT00007370,CUST012556,2025-03-15,Claim Support,Chat,45,4,Resolved,AGT127
INT00007371,CUST007370,2024-05-01,Inquiry,Phone,43,4,Resolved,AGT119
INT00007372,CUST005626,2023-12-05,Inquiry,Mobile App,14,5,Pending,AGT042
INT00007373,CUST001059,2023-11-25,Inquiry,Email,15,3,Pending,AGT199
INT00007374,CUST003657,2021-04-28,Complaint,Phone,27,5,Resolved,AGT099
INT00007375,CUST010401,2024-12-24,Claim Support,Email,14,4,Resolved,AGT092
INT00007376,CUST009795,2025-05-01,Policy Change,In-Person,26,3,Resolved,AGT180
INT00007377,CUST003542,2025-02-10,Inquiry,Phone,12,3,Resolved,AGT187
INT00007378,CUST011051,2025-04-06,Inquiry,Chat,17,3,Resolved,AGT061
INT00007379,CUST002475,2023-05-16,Claim Support,Email,16,3,Resolved,AGT183
INT00007380,CUST009141,2024-12-14,New Policy,Mobile App,1,3,Escalated,AGT131
INT00007381,CUST011771,2024-02-19,Complaint,Chat,8,3,Resolved,AGT026
INT00007382,CUST005274,2024-10-30,Complaint,Phone,11,3,Resolved,AGT034
INT00007383,CUST010073,2024-02-29,Complaint,Email,20,2,Pending,AGT167
INT00007384,CUST009434,2023-08-30,Claim Support,Chat,1,4,Resolved,AGT013
INT00007385,CUST011862,2022-12-07,Claim Support,In-Person,4,1,Escalated,AGT135
INT00007386,CUST013867,2020-05-11,Inquiry,Chat,6,3,Resolved,AGT166
INT00007387,CUST005195,2024-03-04,Billing Question,Email,11,4,Resolved,AGT008
INT00007388,CUST013015,2022-11-23,Complaint,In-Person,39,2,Escalated,AGT046
INT00007389,CUST002409,2024-12-25,Inquiry,In-Person,5,3,Resolved,AGT156
INT00007390,CUST003673,2024-06-05,Claim Support,Phone,11,4,Resolved,AGT153
INT00007391,CUST004312,2022-03-26,Inquiry,Chat,1,3,Resolved,AGT064
INT00007392,CUST004719,2024-11-17,Inquiry,Chat,16,2,Pending,AGT094
INT00007393,CUST006388,2025-02-28,Inquiry,Chat,1,3,Resolved,AGT143
INT00007394,CUST000528,2024-11-01,Complaint,Phone,53,1,Resolved,AGT113
INT00007395,CUST012507,2025-05-25,Complaint,Phone,24,2,Resolved,AGT005
INT00007396,CUST001748,2025-05-04,New Policy,Email,5,4,Resolved,AGT170
INT00007397,CUST004630,2024-09-12,Complaint,Chat,26,5,Resolved,AGT101
INT00007398,CUST004647,2024-11-18,Complaint,Email,29,2,Resolved,AGT026
INT00007399,CUST004856,2025-06-25,Inquiry,Email,25,3,Resolved,AGT074
INT00007400,CUST005341,2025-03-07,Policy Change,Chat,5,2,Resolved,AGT168
INT00007401,CUST013637,2024-01-26,Billing Question,Chat,11,2,Pending,AGT141
INT00007402,CUST010995,2025-03-10,Inquiry,Phone,17,3,Pending,AGT138
INT00007403,CUST014928,2024-07-12,Inquiry,Mobile App,2,3,Resolved,AGT051
INT00007404,CUST012240,2024-07-27,Policy Change,Phone,2,3,Resolved,AGT172
INT00007405,CUST012110,2024-09-18,Inquiry,Email,4,5,Resolved,AGT135
INT00007406,CUST006088,2025-02-02,Billing Question,Email,1,3,Resolved,AGT121
INT00007407,CUST014700,2023-06-01,Complaint,Phone,67,2,Pending,AGT085
INT00007408,CUST006453,2025-04-17,Inquiry,In-Person,46,4,Resolved,AGT052
INT00007409,CUST011921,2025-03-17,Policy Change,Phone,1,4,Resolved,AGT047
INT00007410,CUST006914,2023-11-24,Inquiry,Mobile App,4,3,Resolved,AGT019
INT00007411,CUST013318,2025-06-08,Inquiry,Phone,21,3,Resolved,AGT107
INT00007412,CUST004499,2024-08-15,Complaint,Email,10,2,Pending,AGT001
INT00007413,CUST013261,2024-12-16,Inquiry,Email,1,4,Resolved,AGT047
INT00007414,CUST010889,2025-05-01,Inquiry,Email,13,4,Resolved,AGT155
INT00007415,CUST001948,2025-01-19,Inquiry,Mobile App,4,3,Resolved,AGT195
INT00007416,CUST004793,2024-03-05,Complaint,In-Person,26,3,Resolved,AGT052
INT00007417,CUST014318,2023-11-18,Inquiry,Mobile App,1,4,Resolved,AGT001
INT00007418,CUST007170,2022-10-12,Claim Support,Chat,1,3,Resolved,AGT164
INT00007419,CUST006323,2025-04-25,Inquiry,In-Person,51,5,Resolved,AGT190
INT00007420,CUST004522,2020-10-15,Inquiry,In-Person,18,4,Resolved,AGT100
INT00007421,CUST006682,2025-04-06,Inquiry,Email,10,4,Resolved,AGT079
INT00007422,CUST007938,2025-03-09,Complaint,Phone,57,2,Escalated,AGT025
INT00007423,CUST003994,2024-01-10,Policy Change,Mobile App,2,3,Resolved,AGT137
INT00007424,CUST005098,2025-03-31,Policy Change,Chat,10,5,Resolved,AGT200
INT00007425,CUST004126,2025-06-18,Complaint,Mobile App,9,2,Pending,AGT149
INT00007426,CUST011158,2024-11-17,Policy Change,Email,14,1,Pending,AGT162
INT00007427,CUST003641,2023-04-01,Inquiry,Mobile App,13,3,Resolved,AGT167
INT00007428,CUST000916,2025-04-19,Complaint,Phone,54,2,Resolved,AGT007
INT00007429,CUST002575,2023-03-15,Policy Change,Phone,18,3,Resolved,AGT071
INT00007430,CUST014024,2025-01-01,Inquiry,Email,4,3,Escalated,AGT187
INT00007431,CUST013152,2025-06-21,Policy Change,Phone,7,4,Resolved,AGT190
INT00007432,CUST009726,2023-01-31,Claim Support,Phone,5,4,Resolved,AGT027
INT00007433,CUST008277,2025-06-10,Claim Support,Email,3,3,Closed,AGT137
INT00007434,CUST005467,2023-07-13,Claim Support,Chat,43,3,Resolved,AGT061
INT00007435,CUST010309,2024-12-22,Inquiry,Phone,40,3,Resolved,AGT153
INT00007436,CUST012974,2020-06-10,Billing Question,Phone,45,5,Resolved,AGT149
INT00007437,CUST002597,2024-09-29,Claim Support,In-Person,8,3,Pending,AGT152
INT00007438,CUST004599,2025-05-20,Policy Change,Email,8,5,Resolved,AGT164
INT00007439,CUST002371,2025-06-20,Policy Change,Phone,25,3,Resolved,AGT165
INT00007440,CUST006417,2024-07-14,Complaint,In-Person,15,4,Resolved,AGT127
INT00007441,CUST002300,2025-05-01,Inquiry,In-Person,39,4,Resolved,AGT131
INT00007442,CUST000192,2024-02-17,Inquiry,In-Person,50,1,Pending,AGT050
INT00007443,CUST001129,2023-12-08,Claim Support,Email,14,3,Resolved,AGT089
INT00007444,CUST003302,2024-05-20,Claim Support,Chat,16,2,Escalated,AGT113
INT00007445,CUST010179,2025-01-31,Claim Support,Email,1,4,Resolved,AGT120
INT00007446,CUST002123,2024-05-03,Claim Support,Chat,110,2,Pending,AGT079
INT00007447,CUST010215,2022-02-20,Policy Change,Chat,45,3,Resolved,AGT011
INT00007448,CUST010312,2023-07-06,Inquiry,In-Person,1,4,Resolved,AGT068
INT00007449,CUST011530,2023-04-01,Policy Change,Phone,49,2,Escalated,AGT077
INT00007450,CUST001592,2024-09-15,Inquiry,Mobile App,2,2,Pending,AGT139
INT00007451,CUST006674,2025-02-21,Complaint,Email,2,2,Pending,AGT158
INT00007452,CUST012709,2024-12-30,Claim Support,In-Person,21,3,Resolved,AGT032
INT00007453,CUST014407,2025-05-29,Complaint,Email,3,2,Resolved,AGT093
INT00007454,CUST000901,2022-12-20,Inquiry,Chat,10,4,Resolved,AGT158
INT00007455,CUST001186,2023-08-30,Billing Question,Mobile App,13,4,Resolved,AGT148
INT00007456,CUST002402,2024-01-03,Complaint,Chat,41,2,Pending,AGT090
INT00007457,CUST013857,2022-06-11,Complaint,Phone,20,2,Pending,AGT199
INT00007458,CUST008193,2023-09-10,Claim Support,Chat,1,4,Pending,AGT112
INT00007459,CUST001322,2024-11-17,Claim Support,In-Person,45,2,Resolved,AGT127
